BAIdentifier,BALegalName,BAAddress,BAPhoneNumber,BACorporateStatus,BACorporateStatusEffectiveDate,AmalgamatedIntoBAID,AmalgamatedIntoBALegalName,BAAmalgamationEstablishedDate
A739,DGL ENERGY LTD. ,218 CANTEBURY PLACE SW    CALGARY AB CA T2W 1P4,780-422-1395,ACTIVE,2015-02-28,,,
A73A,VARONIS HOLDINGS (2015) LTD.,4208 97 ST SUITE 100    EDMONTON AB CA T6E 5Z9,780-422-1395,ACTIVE,2015-03-01,,,
A73B,JASLIN ENERGY INC.,1721 44 AVE SW    CALGARY AB CA T2T 5M4,403-874-7324,STRUCK,2018-02-02,,,
A73C,BACCALIEU ENERGY INC.,635 8 AVE SW SUITE 500    CALGARY AB CA T2P 3M3,403-261-1500,ACTIVE,2014-06-10,,,
A73D,1852797 ALBERTA ULC,200 CRESCENT COURT SUITE 1900    DALLAS TX US 75201,469-398-2209,ACTIVE,2014-10-08,,,
A73E,ENERGETIC LOGISTICS SERVICES INC.,13701 99 ST    GRANDE PRAIRIE AB CA T8V 7N9,780-833-8307,ACTIVE,2009-02-17,,,
A73F,FORMULA POWELL TRUCKING 2006 LTD.,9716 38 AVE    COUNTY OF GRANDE PRAIRIE NO 1 AB CA T8W 5A8,780-814-6045,ACTIVE,2006-05-30,,,
A73G,JIXIN ENERGY INC.,350 7 AVE SW SUITE 2900    CALGARY AB CA T2P 3N9,403-538-8016,STRUCK,2016-07-25,,,
A73H,FERUS NATURAL GAS FUELS INC.,401 9 AVE SW SUITE 1220    CALGARY AB CA T2P 3C5,403-517-8777,ACTIVE,2012-10-10,,,
A73J,CANADIAN IMPERIAL VENTURE CORP.,233 DUCKWORTH ST SUITE 205    ST JOHN'S NL CA A1C 1G8,709-739-6700,ACTIVE,2015-04-14,,,
A73K,SOFINA FOODS INC.,100 COMMERCE VALLEY DRIVE WEST    MARKHAM ON CA L3T 0A1,905-747-3333,ACTIVE,2015-03-31,,,
A73L,SOUTHERN SHAW LTD.,416 6 AVE SOUTH SUITE 110    LETHBRIDGE AB CA T1J 0Y6,780-422-1395,ACTIVE,2015-04-01,,,
A73M,MISSION GEOSPATIAL LTD.,125 9 AVE SE SUITE 2000 PO BOX 94100 RPO ELBOW RIVER   CALGARY AB CA T2S 0S4,403-668-4604,ACTIVE,2005-04-05,,,
A73N,N7 ENERGY LTD.,400 3 AVE SW SUITE 500    CALGARY AB CA T2P 4H2,780-523-7149,ACTIVE,2015-02-04,,,
A73P,MAHA ENERGY INC.,10201 SOUTHPORT RD SW SUITE 1140    CALGARY AB CA T2W 4X9,403-540-5010,ACTIVE,2013-01-23,,,
A73R,CONSERVE OIL GROUP INC.,NIVEN FISCHER ENERGY SERVICES INC. 520 5 AVE SW  SUITE 350   CALGARY AB CA T2P 3R7,403-290-1900,ACTIVE,2015-02-20,,,
A73T,ALGONQUIN POWER (CANADA) HOLDINGS INC.,354 DAVIS ROAD    OAKVILLE ON CA L6J 2X1,905-465-4500,ACTIVE,2015-01-28,,,
A73W,ENERCAPITA ENERGY LTD.,435 4 AVE SW SUITE 600    CALGARY AB CA T2P 3A8,403-294-9199,ACTIVE,2014-02-27,,,
A73X,BOULDER ENERGY LTD.,250 6 AVE SW SUITE 500    CALGARY AB CA T2P 3H7,403-767-3060,ACTIVE,2014-12-19,,,
A73Y,CATAPULT ENVIRONMENTAL INC.,700 9 AVE SW SUITE 1620    CALGARY AB CA T2P 3V4,403-651-3987,ACTIVE,2014-07-30,,,
A73Z,KENZEX ENERGY INC.,421 7 AVE SW FLOOR 30    CALGARY AB CA T2P 4K9,587-390-8788,STRUCK,2017-10-02,,,
A740,1814890 ALBERTA ULC,240 4 AVE SW SUITE 2100    CALGARY AB CA T2P 4H4,403-234-4272,ACTIVE,2014-04-14,,,
A741,1814884 ALBERTA ULC,240 4 AVE SW SUITE 2100    CALGARY AB CA T2P 4H4,403-234-4272,ACTIVE,2014-04-14,,,
A742,PROFOXX ASSET RETIREMENT MANAGEMENT LTD.,744 4 AVE SW SUITE 310    CALGARY AB CA T2P 3T4,403-437-1424,ACTIVE,2014-11-07,,,
A743,NORTHERN GLOBAL INC.,VENTRA OIL LTD. 725 52304 RANGE RD 233   SHERWOOD PARK EDMONTON AB CA T8B 1C9,780-665-4969,DISSOLUTION/DISSOLVED,2016-03-04,,,
A744,SDF ENERGY LTD.,13 SUNSET COVE SE    CALGARY AB CA T2X 3E8,403-828-1196,ACTIVE,2017-11-15,,,
A745,ARMADA RESOURCE MARKETING INC.,250 6 AVE  SW SUITE 1810    CALGARY AB CA T2P 3H7,403-514-0956,ACTIVE,2015-01-16,,,
A746,FISHER-SCHMIDT INDUSTRIES INC.,375 COACH RIDGE RISE SW    CALGARY AB CA T3H 1E9,403-240-1207,ACTIVE,2017-11-01,,,
A747,1093409 ALBERTA LTD.,3918 44 AVE    CAMROSE AB CA T4V 3H2,780-678-2360,ACTIVE,2004-02-25,,,
A748,BENOIT REGULATORY COMPLIANCE INC.,736 6 AVE SW SUITE 1600    CALGARY AB CA T2P 3T7,403-263-0896,ACTIVE,2015-01-09,,,
A749,MOIRNANE ENERGY LIMITED,130 NETHERVUE ST    FREDERICTON NB CA E3C 1L3,506-442-2749,ACTIVE,2017-04-02,,,
A74A,SIRIUS WELL MANUFACTURING SERVICES CANADA LTD.,355 4 AVE SW SUITE 840    CALGARY AB CA T2P 0J1,587-349-6485,ACTIVE,2013-11-21,,,
A74B,ENFIELD RESOURCES LIMITED,505 6 ST SW SUITE 1806    CALGARY AB CA T2P 1X5,587-316-0109,STRUCK,2017-01-02,,,
A74C,OES CORPORATION,520 3 AVE SW SUITE 3000    CALGARY AB CA T2P 0R3,403-294-1336,ACTIVE,2010-07-12,,,
A74D,SINOSKY ENERGY INC.,"SU, TAO 407 2 ST SW SUITE 1500   CALGARY AB CA T2P 2Y3",403-978-0886,DISSOLUTION/DISSOLVED,2018-04-02,,,
A74E,KENYA CONSULTING LTD.,2801 67 AVE    LLOYDMINSTER AB CA T9V 3K3,780-872-0062,ACTIVE,2006-03-10,,,
A74F,GEOKINETICS EXPLORATION INC.,2700 61 AVE SE    CALGARY AB CA T2C 4V2,403-257-6700,ACTIVE,2014-10-01,,,
A74G,GEOVIRO ENERGY SERVICES INC.,4321 38 ST    CAMROSE AB CA T4V 3P9,780-672-0323,STRUCK,2017-05-02,,,
A74H,HOUSTON OIL & GAS LTD.,903 8 AVE SW SUITE 800    CALGARY AB CA T2P 0P7,780-499-1945,ACTIVE,2011-03-24,,,
A74J,DRAGONWELL LTD.,407 2 ST SW SUITE 1130    CALGARY AB CA T2P 2Y3,403-451-6271,ACTIVE,2014-06-12,,,
A74K,ESSEX OIL CORPORATION,500 ALLEN ST SE SUITE 521    AIRDRIE AB CA T4B 1J6,403-651-2477,ACTIVE,2001-10-10,,,
A74L,TETRON RESOURCES CANADA LTD.,PO BOX 544    DIDSBURY AB CA T0M 0W0,403-335-4929,ACTIVE,2015-05-27,,,
A74M,CARRARA RESOURCES LTD.,100 18 AVE SE    CALGARY AB CA T2P 2G2,403-796-4638,ACTIVE,2008-01-21,,,
A74N,ROSUM ENTERPRISES INC.,440 10816 MACLEOD TR SE SUITE 333    CALGARY AB CA T2J 5N8,403-850-3261,ACTIVE,2017-02-28,,,
A74P,STINGRAY WELL SOLUTIONS INC.,318 11 AVE SE SUITE 350    CALGARY AB CA T2G 0Y2,403-805-4580,ACTIVE,2012-04-16,,,
A74R,CYNTHIA CUSTOM OIL PROCESSING LTD.,PO BOX 6838    DRAYTON VALLEY AB CA T7A 1S2,780-514-3572,ACTIVE,2015-04-09,,,
A74T,SINOSKY PETROLEUM LTD.,407 2 ST SW SUITE 1000    CALGARY AB CA T2P 2Y3,403-978-0886,ACTIVE,2014-03-03,,,
A74W,MAPLE LEAF ROYALTIES CORP.,PO BOX 10357 808 - 609 GRANVILLE ST   VANCOUVER BC CA V7Y 1G5,604-684-5750,AMALGAMATED,2016-01-27,A7B2,1944089 ALBERTA LTD.,2016-04-30
A74X,ASPENLEAF ENERGY LIMITED,240 4 AVE SW SUITE 2100    CALGARY AB CA T2P 4H4,403-262-0321,ACTIVE,2013-11-08,,,
A74Y,TIDEWATER MIDSTREAM AND INFRASTRUCTURE LTD.,222 3 AVE SW SUITE 900    CALGARY AB CA T2P 0B4,587-475-0210,ACTIVE,2015-02-04,,,
A74Z,CACHE ISLAND RESOURCES INC.,2424 MORRISON ST SW    CALGARY AB CA T2T 3J3,403-693-6065,ACTIVE,2006-08-16,,,
A750,SIGNA OILFIELD CANADA INC.,SUNLIFE PLAZA WEST TOWER 144 4 AVE SW SUITE 1600   CALGARY AB CA T2P 3N4,403-269-2700,ACTIVE,2014-12-08,,,
A751,FIVE SQUARED ENERGY LTD.,622 MADISON AVE SW    CALGARY AB CA T2S 1K1,403-861-5780,START,2018-08-02,,,
A752,DRAGONPARK LTD.,407 2 ST SW SUITE 710    CALGARY AB CA T2P 2Y3,403-451-6271,ACTIVE,2014-10-17,,,
A753,RAINBAR ENERGY CORP.,232 WODDHAVEN BAY SW    CALGARY AB CA T2W 5R4,403-710-1572,ACTIVE,2013-06-03,,,
A754,CITADEL ENERGY MARKETING LLC,131 S DEARBORN ST    CHICAGO IL US 60603-5517,312-395-2100,ACTIVE,2015-07-14,,,
A755,ZEN ENVIRONMENTAL INC.,PO BOX 5050 STN MAIN    BONNYVILLE AB CA T9N 2G3,780-812-5940,ACTIVE,2005-11-16,,,
A756,CHASING SHADE INC.,234-5149 COUNTRY HILLS BLVD NW  SUITE 434   CALGARY AB CA T3A 5K8,403-710-5778,ACTIVE,2005-02-13,,,
A757,MIPEN PIPELINE SERVICES LTD.,28573 TOWNSHIP RD 350    RED DEER COUNTY AB CA T4G 0M6,403-588-8237,ACTIVE,1998-01-07,,,
A758,BUD'S WELDING & MAINTENANCE LTD.,PO BOX 1431 STN MAIN    WHITECOURT AB CA T7S 1P3,780-333-6334,ACTIVE,1996-03-06,,,
A759,VICTORIA INTERNATIONAL TUBULAR CORPORATION,92 HAMPTONS DR NW    CALGARY AB CA T3A 5P7,403-880-6672,ACTIVE,2015-03-06,,,
A75A,PEMBINA OIL SANDS PIPELINE L.P.,585 8 AVE SW SUITE 4000    CALGARY AB CA T2P 1G1,403-231-7500,ACTIVE,2001-12-31,,,
A75B,MATRIX RISK CONTROL LTD.,250 6 AVE SW SUITE 1620    CALGARY AB CA T2P 3H7,403-869-4688,ACTIVE,2014-12-15,,,
A75C,ONION LAKE ENERGY LIMITED PARTNERSHIP,5012 48 ST    LLOYDMINSTER AB CA T9V 0H8,780-875-7077,ACTIVE,2009-01-20,,,
A75D,CANADA JINGTAI ENERGY LTD.,58 VALLEY CREST CLOSE NW    CALGARY AB CA T3B 5X1,403-880-6672,ACTIVE,2015-06-22,,,
A75E,EXPLORE INTEGRITY SERVICES INC.,125 9 AVE SE SUITE 2300    CALGARY AB CA T2G 0P6,403-975-4513,ACTIVE,2018-01-26,,,
A75F,CONSERVE OIL 8TH CORPORATION,NIVEN FISCHER ENERGY SERVICES INC. 520 5 AVE SW  SUITE 350   CALGARY AB CA T2P 3R7,403-290-1900,START,2018-08-02,,,
A75G,N.D. WELLS ENGINEERING LIMITED,PO BOX 1392 STN MAIN    LLOYDMINSTER SK CA S9V 1K4,306-825-3448,NON REGISTERED,1900-01-01,,,
A75H,SHALE PETROLEUM LTD.,444 5 AVE SW SUITE 500    CALGARY AB CA T2P 2T8,403-457-3930 Ext 304,ACTIVE,2011-02-16,,,
A75J,MGT MANAGEMENT INC.,52 ROZIER CLOSE    SYLVAN LAKE AB CA T4S 0B7,705-875-0568,ACTIVE,2015-02-13,,,
A75K,CYBERTECH INDUSTRIAL SOFTWARE CORPORATION,17107 107 AVE NW    EDMONTON AB CA T5S 1G3,780-483-6222 Ext 301,ACTIVE,2004-09-30,,,
A75L,VENTRA OIL LTD.,BOX 73 10060 JASPER AVE NW SUITE 2020   EDMONTON AB CA T5J 3R8,780-665-5340,ACTIVE,2017-08-02,,,
A75M,VERTEX RESOURCE GROUP LTD.,2055 PREMIER WAY SUITE 121    SHERWOOD PARK AB CA T8H 0G2,780-464-3295,ACTIVE,2012-06-26,,,
A75N,PJC EXPLORATION LTD.,1810 8 ST SW    CALGARY AB CA T2T 2Z1,587-707-6798,ACTIVE,2014-12-05,,,
A75P,SIGNET INVESTMENTS LTD.,975 BEACH DR    VICTORIA BC CA V8S 2N2,250-598-5991,ACTIVE,1983-02-03,,,
A75R,ARMSTRONG DEBRA KIM,227 29 AVE NE    CALGARY AB CA T2E 2C2,403-899-4180,NON REGISTERED,1900-01-01,,,
A75T,CUDA ENERGY INC.,440 2 AVE SW SUITE 2110    CALGARY AB CA T2P 5E9,587-228-1742,ACTIVE,2015-02-19,,,
A75W,CECH INDUSTRIES LTD.,PO BOX 65    STAUFFER AB CA T0M 1W0,403-348-6514,ACTIVE,2011-11-21,,,
A75X,734999 ALBERTA LTD.,PO BOX 861    CORONATION AB CA T0C 1C0,403-575-0956,ACTIVE,1997-04-11,,,
A75Y,EMERY KEN,51120 RANGE ROAD 224    SHERWOOD PARK AB CA T8C 1H1,780-914-1479,ACTIVE,1900-01-01,,,
A75Z,D.L.C. SERVICES LTD.,PO BOX 5131 STN MAIN    EDSON AB CA T7E 1T4,780-712-0745,ACTIVE,2015-06-01,,,
A760,MERV Z OILFIELD CONSULTING LTD.,PO BOX 1222    STETTLER AB CA T0C 2L0,403-740-6976,ACTIVE,1997-07-15,,,
A761,MP ENERGY WEST CANADA CORP.,400 3 AVE SW SUITE 3700    CALGARY AB CA T2P 4H2,403-267-8222,ACTIVE,2013-09-30,,,
A762,THETIS CONSULTING INC.,4503 16 A ST SW    CALGARY AB CA T2T 4L8,403-561-0083,ACTIVE,2014-10-01,,,
A763,HERITAGE RESOURCE LIMITED PARTNERSHIP,215 2 ST SW SUITE 710    CALGARY AB CA T2P 1M4,587-956-1500,ACTIVE,2015-06-26,,,
A764,EIQ CAPITAL CORP.,"CHETNER, STEPHEN J. 525 8 AVE SW SUITE 2400   CALGARY AB CA T2P 1G1",403-930-0887,DISSOLUTION/DISSOLVED,2017-09-20,,,
A765,O&G RESOURCE MANAGEMENT LTD.,30 MT ROBSON CLOSE SE    CALGARY AB CA T2Z 2B8,403-669-5593,ACTIVE,2013-12-19,,,
A766,ZIEGLER'S OILFIELD CONSULTING LTD.,5204 15 ST    LLOYDMINSTER AB CA T9V 0Y2,780-871-7922,ACTIVE,1994-03-21,,,
A767,NINE RING ENERGY DEVELOPMENT INC..,PO BOX 36 15 ROYAL VISTA PL NW SUITE 330   CALGARY AB CA T3R 0P3,403-475-3126,ACTIVE,2015-06-25,,,
A768,WALTON BIG LAKE DEVELOPMENT CORPORATION,605 5 AVE SW SUITE 2300    CALGARY AB CA T2P 3H5,403-781-6085,ACTIVE,2010-08-30,,,
A769,NORBORD INC.,PO BOX 6700 STN MAIN HIGHWAY 40   GRANDE PRAIRIE AB CA T8V 6Y9,780-831-2536,ACTIVE,2004-12-07,,,
A76A,FORGE OIL & GAS LIMITED,840 7 AVE SW SUITE 2000    CALGARY AB CA T2P 3G2,403-454-1679,ACTIVE,2015-03-18,,,
A76B,1885712 ALBERTA LTD.,840 7 AVE SW SUITE 2000    CALGARY AB CA T2P 3G2,403-454-1679,ACTIVE,2015-03-23,,,
A76C,TRIPLE POLAR ENERGY LTD.,11012 MACLEOD TRAIL SE SUITE 601    CALGARY AB CA T2J 6A5,403-475-8055,ACTIVE,2015-06-16,,,
A76E,MAPLE LEAF OIL & GAS LIMITED,517 PATINA PL SW    CALGARY AB CA T3H 2P5,403-249-2989,ACTIVE,2018-08-02,,,
A76F,BELLE COMPLIANCE SOLUTIONS INC.,133 SIMCREST HTS SW    CALGARY AB CA T3H 4K2,403-835-8638,ACTIVE,2013-11-20,,,
A76G,EAGLE-CODA PETROLEUM INC.,500 4 AVE SW SUITE 2710    CALGARY AB CA T2P 2V6,403-531-1575,AMALGAMATED,2016-01-01,A70W,EAGLE ENERGY CANADA INC.,2016-04-30
A76H,HIGH GROUND ENERGY INC.,333 7 AVE SW SUITE 1700    CALGARY AB CA T2P 2Z1,587-390-6477,ACTIVE,2013-12-04,,,
A76J,BRUDERHEIM ENERGY TERMINAL LTD.,500 CENTRE ST SE PO BOX 766   CALGARY AB CA T2G 1A6,403-766-2000,ACTIVE,2012-12-03,,,
A76K,ZADAN EXPLORATION CONSULTANTS INC.,147 WOOD WILLOW CLOSE SW    CALGARY AB CA T2W 4H2,403-606-8446,ACTIVE,1989-01-12,,,
A76L,1985822 ALBERTA INC.,635 8 AVE SW SUITE 1100    CALGARY AB CA T2P 3M3,780-422-1395,AMALGAMATED,2016-08-08,A11W,VALUE CREATION INC.,2017-03-31
A76M,TESSMER TRUCKING LTD.,PO BOX 1151    ROCKY MOUNTAIN HOUSE AB CA T4T 1A8,403-845-5653,ACTIVE,1984-04-11,,,
A76N,625533 ALBERTA LTD.,526 18 AVE SW SUITE 101    CALGARY AB CA T2S 0C5,780-422-1395,ACTIVE,1994-09-22,,,
A76P,1567925 ALBERTA LTD.,20 SUNPARK PLAZA SE SUITE 212    CALGARY AB CA T2X 3T2,403-990-8581,STRUCK,2016-05-02,,,
A76R,BRILLIANCE PETROLEUM ALBERTA LTD.,407 2 ST SW SUITE 1000    CALGARY AB CA T2P 2Y3,403-978-0886,ACTIVE,2015-06-08,,,
A76T,WILD WIND PETROLEUM LTD.,700 4 AVE SW SUITE 1500    CALGARY AB CA T2P 3J4,587-349-5562,DISSOLUTION/DISSOLVED,2015-10-15,,,
A76W,LONGSHORE RESOURCES LTD.,605 5 AVE SW  SUITE 555    CALGARY AB CA T2P 3H5,403-984-1090,ACTIVE,2015-05-25,,,
A76X,KEYSTONE ROYALTY CORP.,2530 SANDRA SCHMIRLER WAY    REGINA SK CA S4W 0M7,306-790-4151,ACTIVE,2012-12-21,,,
A76Y,BASELINE REGULATORY COMPLIANCE SERVICES LTD.,602 11 AVE SW SUITE 320    CALGARY AB CA T2R 1J8,587-387-2164,AMALGAMATED,2018-01-01,A7W2,BASELINE ENERGY GROUP LTD..,2018-06-30
A76Z,1037729 B.C. LTD. ,434 SIERRA MADRE CRT SW    CALGARY AB CA T3H 3M4,403-510-3770,ACTIVE,2015-08-27,,,
A770,SHANGHAI ENERGY CORPORATION,PO BOX 1830 STN M    CALGARY AB CA T2P 2L8,647-869-0598,ACTIVE,2016-12-02,,,
A771,INSCH COMMODITY LTD.,7 PINERIDGE WAY SW    CALGARY AB CA T3Z 3K4,403-266-3938 Ext 107,ACTIVE,2012-04-02,,,
A772,TOPANGA RESOURCES LTD.,707 7 AVE SW SUITE 1150    CALGARY AB CA T2P 3H6,403-968-5273,ACTIVE,2015-09-15,,,
A773,KENFER HOLDINGS LTD.,PO BOX 178    ACADIA VALLEY AB CA T0J 0A0,403-664-0895,ACTIVE,1980-10-30,,,
A774,BLUE STAR ENERGY INC.,38311 RANGE ROAD 270 SUITE 16    RED DEER COUNTY AB CA T4E 1B5,403-396-0468,ACTIVE,2015-08-27,,,
A775,POINT LOMA ENERGY LTD.,633 6 AVE SW SUITE 500    CALGARY AB CA T2P 2Y5,403-705-5051 Ext 101,AMALGAMATED,2016-07-18,A662,POINT LOMA RESOURCES LTD.,2016-10-31
A776,PIPELINE SOLUTIONS INC.,PO BOX 2065    BROOKS AB CA T1R 1C7,403-633-8432,ACTIVE,2015-09-30,,,
A777,DIENERIAN RESOURCES INC.,250 6 AVENUE SW SUITE 2300    CALGARY AB CA T2P 3H7,403-232-1029,ACTIVE,2015-04-08,,,
A778,NOTINE HOLDINGS INC.,350 7 AVE SW SUITE 2800    CALGARY AB CA T2P 3N9,403-313-1670,ACTIVE,2015-09-22,,,
A779,WILD WIND PETROLEUM INC.,"POLLOCK, BILL 137 COOPERS PARK   AIRDRIE AB CA T4B 3L7",587-349-5546,DISSOLUTION/DISSOLVED,2017-05-01,,,
A77A,ARB MIDSTREAM LOGISTICS CANADA ULC,400 EAU CLAIRE AVE SW SUITE 5202    CALGARY AB CA T2P 4X2,780-422-1395,ACTIVE,2017-11-02,,,
A77B,HBC ENERGY LTD.,PO BOX 487    BRETON AB CA T0C 0P0,780-621-3520,ACTIVE,2015-09-25,,,
A77C,LUKAS CLAYTON JADE INCORPORATED,526 - 21 AVE NE    Calgary Canada CA T2E 1S8,403-629-8066,ACTIVE,2007-11-16,,,
A77D,TJMD ENERGY SERVICES INC.,BOX 413 5222 130 AVE SE SUITE 370   CALGARY AB CA T2Z 0G4,702-470-9590,STRUCK,2018-03-02,,,
A77E,BOMBORA RESOURCES LTD.,38 WILDWOOD DR SW    CALGARY AB CA T3C 3C5,403-992-3911,ACTIVE,2014-05-27,,,
A77F,SHELL CHEMICALS CANADA,400 4 AVE SW    CALGARY AB CA T2P 0J4,24837349,ACTIVE,2014-08-18,,,
A77G,TYRANNEX ENERGY LTD.,520 5 AVE SW SUITE 1100    CALGARY AB CA T2P 3R7,403-510-0383,ACTIVE,2015-08-12,,,
A77H,CPE GENERAL PARTNER INC.,1066 WEST HASTINGS ST SUITE 2000    VANCOUVER BC CA V6E 3X2,604-681-4733,ACTIVE,1997-06-19,,,
A77J,PATRICK COONEY CONSTRUCTION LTD.,"COONEY, PATRICK JOSEPH 1810 8 ST SW   CALGARY AB CA T2T 2Z1",587-707-6798,DISSOLUTION/DISSOLVED,2017-08-31,,,
A77K,STAR VALLEY DRILLING LTD.,444 5 AVE SW SUITE 1200    CALGARY AB CA T2P 2T8,403-680-4552,ACTIVE,2014-05-21,,,
A77L,HIGHBRIDGE ENERGY INC.,620 12 AVE SW SUITE 201    CALGARY AB CA T2R 0H5,403-472-3768,STRUCK,2017-07-02,,,
A77M,OCULUS TRANSPORT LTD. ,444 5 AVE SW SUITE 650    CALGARY AB CA T2P 2T8,780-538-0820,ACTIVE,2011-06-24,,,
A77N,WHITETAIL RESOURCES LTD.,129 2 AVE NE    AIRDRIE AB CA T4B 0R6,403-650-3116,ACTIVE,1985-09-03,,,
A77P,OUTPOST ENERGY LTD.,58 CRANWELL COMMON SE    CALGARY AB CA T3M 0J4,403-990-6604,ACTIVE,2016-10-02,,,
A77R,GLOBAL CANUCK ENERGY LTD.,136 EAGLE BUTTE RANCH    CALGARY AB CA T3Z 1K3,780-422-1395,ACTIVE,1987-05-13,,,
A77T,HERITAGE ROYALTY RESOURCE CORP.,CALGARY PLACE 215 2 ST SW  SUITE 710 PO BOX 20056  CALGARY AB CA T2P 4J2,587-956-1500,ACTIVE,2015-08-21,,,
A77W,ARTIS EXPLORATION LTD.,250 5 ST SW SUITE 910    CALGARY AB CA T2P 0R4,403-452-9807,ACTIVE,2015-06-30,,,
A77X,WESTERN UNION PETRO (CANADA) TECHNOLOGY CO. LTD. ,240 4 AVE SW SUITE 115    CALGARY AB CA T2P 4H4,403-266-0009 Ext 253,ACTIVE,2013-12-18,,,
A77Y,HALLIBURTON PARTNERS CANADA ULC ,645 7 AVE SW SUITE 1600    CALGARY AB CA T2P 4G8,403-231-9415,ACTIVE,1999-05-26,,,
A77Z,CEPO OIL & GAS LTD.,PO BOX 55    MONARCH AB CA T0L 1M0,403-394-8271,ACTIVE,1987-03-02,,,
A780,MOULTON LINDA RAY,PO BOX 758    WALESKA GA US 30183-0758,780-422-1395,NON REGISTERED,1900-01-01,,,
A781,MCLEAY GEOLOGICAL CONSULTANTS (2006) LTD. ,4120 23 ST NE SUITE 202    CALGARY AB CA T2E 6W9,403-250-1926,ACTIVE,2006-07-19,,,
A782,SOCAR TRADING (CANADA) LTD.,3320 17 AVE SW SUITE 316    CALGARY AB CA T3E 0B4,403-618-2729,ACTIVE,2015-10-27,,,
A783,VERTEX OILFIELD SERVICES LTD.,2055 PREMIER WAY SUITE 121    SHERWOOD PARK CANADA CA T8H 0G2,780-464-3295,ACTIVE,2015-09-04,,,
A784,CORE INTEGRITY INC.,17424 105 AVE NW SUITE 201    EDMONTON AB CA T5S 1G4,780-229-0477,ACTIVE,2012-02-14,,,
A785,1929945 ALBERTA LTD.,PO BOX 55    PATRICIA  AB CA T0J 2K0,780-422-1395,ACTIVE,2015-10-29,,,
A786,BAUMANN INVESTMENTS LTD.,1253 ADAMSON DRIVE SW    EDMONTON AB CA T6W 1Z4,780-985-0000,ACTIVE,2015-11-01,,,
A787,INNOV8 GROUP INC.,31061 WOODLAND CLOSE    CALGARY AB CA T3R 1G5,403-801-6828,ACTIVE,2015-11-13,,,
A788,CANADIAN NON-OPERATED RESOURCES I LTD.,421 7 AVE SW SUITE 1800    CALGARY AB CA T2P 4K9,403-261-2747,ACTIVE,2014-11-13,,,
A789,ANEGADA OIL CORP.,510 5 ST SW SUITE 520    CALGARY AB CA T2P 3S2,403-930-0202,ACTIVE,2015-08-27,,,
A78A,INNOVATIVE OPTIMIZATION TECHNOLOGIES LTD.,112 QUEENSGATE CRES BAY 110    RED DEER AB CA T4P 0P9,403-356-1157,ACTIVE,2007-05-07,,,
A78B,982475 ALBERTA LTD.,PO BOX 832    GRANDE PRAIRIE AB CA T8V 3R5,780-831-2036,ACTIVE,2002-04-04,,,
A78C,WHITE RAVEN RESOURCES LTD.,5004 18 ST SUITE 103    LLOYDMINSTER AB CA T9V 1V4,780-422-1395,ACTIVE,2003-11-17,,,
A78D,DJN CONSULTING LTD. ,5009 47 ST    LLOYDMINSTER AB CA T9V 0E8,780-422-1395,ACTIVE,2006-10-26,,,
A78E,SCOLLARD ENERGY LTD.,202 6 AVE SW SUITE 1400    CALGARY AB CA T2P 2R9,403-263-9775,ACTIVE,2015-11-25,,,
A78F,GATESPAR HOLDINGS LTD.,PO BOX 993    CROSSFIELD AB CA T0M 0S0,403-869-5385,ACTIVE,1968-07-25,,,
A78G,RECOVER ENERGY SERVICES INC.,1000 8 AVE SW SUITE 405    CALGARY AB CA T2P 3M7,403-471-7787,ACTIVE,2008-06-16,,,
A78H,VENTURA RESOURCES INC.,525 8 AVE SW SUITE 4210    CALGARY AB CA T2P 1G1,403-441-2310,ACTIVE,2015-10-27,,,
A78J,ELCANO EXPLORATION INC.,521 3 AVE SW SUITE 1600    CALGARY AB CA T2P 3T3,403-460-4188,ACTIVE,2012-09-11,,,
A78K,MERITAGE MIDSTREAM ULC,355 4 AVE SW SUITE 250    CALGARY AB CA T2P 0J1,587-393-1248,ACTIVE,2015-03-13,,,
A78L,CHEMIUM INTERNATIONAL CORPORATION,1455 WEST LOOP SOUTH SUITE 550    HOUSTON TX US 77027,713-622-7766,NON REGISTERED,1900-01-01,,,
A78M,CANADIAN PETROLEUM INVESTMENTS ULC,3811 TURTLE CREEK BLVD SUITE 1900    DALLAS TX US 75219,780-422-1395,ACTIVE,2014-08-28,,,
A78N,SINOENERGY LNG LTD.,253 ARTISTS VIEW WAY    CALGARY AB CA T3Z 3N1,780-616-4966,STRUCK,2018-06-02,,,
A78P,GFL ENVIRONMENTAL INC.,1070 TOY AVE    PICKERING ON CA L1W 3P1,780-422-1395,ACTIVE,2013-01-01,,,
A78R,LANCE EXPLORATION CORP.,4705 6 ST SW    CALGARY AB CA T2S 2N2,403-540-2040,ACTIVE,2016-09-07,,,
A78T,STEP ENERGY SERVICES LTD.,505 3 ST SW SUITE 300    CALGARY AB CA T2P 3E6,403-457-1772,ACTIVE,2011-03-25,,,
A78W,1114323 ALBERTA LTD.,PO BOX 10045 RPO SUPERCENTER   PEACE RIVER AB CA T8S 0A7,780-624-8887,ACTIVE,2004-06-21,,,
A78X,WORLAND TAYLOR ENGINEERING LTD..,330 15 AVE SW SUITE 401    CALGARY AB CA T2R 0P8,403-903-6241,ACTIVE,2005-08-19,,,
