refno,date_incident,date_notification,company,city,type,product,volume,status,summary
20170186,2017-01-16,2017-01-16,TAQA North Ltd.,Rocky Mountain House (52 km NW),Well,Natural Gas,N/A,Emergency phase over.,Ongoing release of sweet gas. A well control company is onsite and the AER is cooridnating the repsonse with the company. The volume is unknown at this time. No reported impacts to wildlife or waterbodies.
20171169,2017-04-08,2017-04-08,Canadian Natural Resources Limited,Vauxhall (17 km N),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase,A release occurred from a pipeline. Line has been isolated and depressurized. Clean up is underway. No impacts to water bodies or wildlife reported.
20181368,2018-04-27,2018-04-27,TAQA North Ltd.,Suffield (39 km SW),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 25 m3 respectively,No emergency phase.,Release occurred from a pipeline. Clean up is underway. No reported impacts to waterbodies or wildlife.
20180971,2018-03-18,2018-03-18,Meritage Midstream ULC,Grande Prairie (65 km SE),Pipeline,Crude Oil,2 m3,No emergency phase,Realse of crude oil which misted off lease. Repairs and cleanup underway. No reported impacts to wildlife or waterbodies.
20180974,2018-03-19,2018-03-19,ARC Resources Ltd.,Drayton Valley (8 km SW),Pipeline,Salt/Produced Water,3 m3,No emergency phase,Release of salt/produced water that migrated off lease. The pipeline line has been isolated and cleanup is underway. There are no reported impacts to wildlife or waterbodies.
20151179,2015-04-26,2015-04-26,Encana Corporation,Fox Creek (15 km W),Pipeline,Vegetable oil based-hydraullic fluid,&lt;0.1&nbsp;m3,No emergency phase.,"During a pipeline construction project, a company reported a release of approximately 2 litres of hydraulic oil. The hydraulic hose fitting on the water pump intake leaked. The product released was an environmentally friendly, vegetable oil based product. It is developed specifically for work in proximity to waterbodies. One litre of product escaped into the Little Smoky river and one litre was recovered. The released product into the river was not recovered due to the small volume, and high flow of the river. No impacts to wildlife was reported."
20140291,2014-02-06,2014-02-06,AltaGas Ltd.,Valleyview (33 km SW),Facility,Process Water,0.3 m3,No emergency phase.,The company reported a carry over of produced water from a flare stack. The company has dispatched a cleaning crew to the location. The company is determining the cause of the carry over. No reported impacts to waterbodies or wildlife.
20132255,2013-10-17,2013-11-07,Legacy Oil + Gas Inc.,Bonnyville (56 km NW),Facility,Crude Bitumen,1 m3,No emergency phase.,Release from flare stack resulting in oil misting on the ground surrounding the flare stack and off site into the adjacent trees and vegetation on the west/southwest side. Cleanup underways. No reported impacts to wildlfie or waterbodies.
20161245,2016-05-05,2016-05-05,Cenovus Energy Inc.,Jenner (47 km E),Pipeline,Natural Gas,&gt;1 &times;&nbsp;103&nbsp;m3,No emergency phase.,Release was discovered on the CFB Duffield. All 6 associated wells have been shut in. No impacts to waterbodies or wildlife reported.
20161247,2016-05-05,2016-05-05,Bonterra Energy Corp.,Alder Flats (12 km N),Pipeline,Crude Oil,1 m3,No emergency phase.,Release discovered in farmer&rsquo;s field. Line was already shut in and there are no free fluids. Landowner has been notified and cleanup is underway. No impacts to wildlife or waterbodies.
20180106,2018-01-08,2018-01-09,Cenovus FCCL Ltd.,Cold Lake (67 km NW),Pipeline,Salt/Produced Water,5 m3,No emergency phase.,Release occurred due to an issue with a pipeline. Clean up is underway. No reported impacts to waterbodies or wildlife.
20131973,2013-10-06,2013-10-06,Devon Canada Corporation,Swan Hills,Pipeline,Produced Water,0.8 m3,No emergency phase.,Pipeline failure resulting in the release of approximately 1 m3 of emulsion to surface. The line has been shut-in. No known impacts to environment.
20170419,2017-02-06,2017-02-06,Altura Energy Inc.,Provost (22.5308 km S),Facility,Salt/Produced Water,7 m3,No emergency phase,Release of Salt/Produced Water due to an issue at a facility. Issue has been rectified and cleanup underway. No reported impacts to wildlife or a waterbody.
20141607,2014-07-04,2014-07-04,Canadian Natural Resources Limited,Hythe (8 km NW),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,A pipeline failure of unknown cause was discovered. Line is shut in and depressured. Clean up is underway and there are no reported impacts to wildlife or waterbodies.
20131975,2013-10-04,2013-10-04,Canadian Natural Resources Limited,Spirit River (42 km W),Tanker Truck,Crude Oil,0.1 or less m3,No emergency phase.,Caused by a traffic accident. The oil had a H2S component of 0.1 mol/kmol. The release was contained to the roadway. No reported impacts to wildlife or water bodies.
20131974,2013-10-06,2013-10-06,Canadian Natural Resources Limited,Slave Lake (72 km NE),Pipeline,Natural Gas and Produced Water,15 &times;&nbsp;103&nbsp;m3 and 3 m3 respectively,No emergency phase.,Release of produced water at a remote site due to pipeline failure. Line has been shut-in. No reported impacts to wildlife or water bodies.
20131979,2013-09-03,2013-09-23,Sonoma Resources Ltd.,Red Earth (100 km N),Pipeline,Produced Water,1 m3,No emergency phase.,Cause of release unknown. No reported impacts to wildlife. Some reported impacts to the soil and wetland.
20181559,2018-05-12,2018-05-12,Journey Energy Inc.,Cessford (9 km W),Pipeline,Crude Oil,0.05 m3,No emergency phase,Release of crude due to an issue on a pipeline. Line has been shut in and clean up is underway. No reported impacts to wildlife or a waterbody.
20132550,2013-12-20,2013-12-20,Cenovus FCCL Ltd.,Athabasca (85 km NE),Well,Process Water,8 m3,No emergency phase.,Release of process water during well servicing due to valve being left open. Procust contained and removed by vac trucks. No reported impacts to waterbodies or wildlfie.
20180529,2018-02-07,2018-02-07,Paramount Resources,Zama City (15 km SW),Pipeline,Acid Gas,0.01 &times;&nbsp;103&nbsp;m3,No emergency phase,Release of acid gas due to an issue with a pipeline. Line has been shut in. No reported impacts to wildlife.
20150138,2015-01-14,2015-01-14,Trilogy Resources Ltd.,Fox Creek (20 km N),Pipeline,Crude Oil and Salt/Produced Water,1 m3 and 9 m3 respectively,No emergency phase.,Line is shut in and depressured. Third party environmental has been engaged for delineation and cleanup. No reported impacts to wildlife or waterbodies.
20150139,2015-01-14,2015-01-14,Rife Resources Ltd.,Provost (20 km NE),Facility,Gas Production (Raw) and Process Water,0.1 or less &times;&nbsp;103&nbsp;m3 and 3 m3 respectively,No emergency phase.,Mechanical failure caused the sour water spill which remained on lease. Clean up is underway. No reported impacts to waterways or wildlife.
20140610,2014-03-14,2014-03-14,Compton Petroleum Corporation,Calgary (5 km SE),Well,Gas Production (Raw),0.5 &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of sour gas was a result of a failure on a 1/2&quot; tubing line at the wellhead. Well was shut-in remotely. There were numerous odour complaints as a result of this release; however no shelter-in-place or evacutations resulted. No reported impacts to wildlife or waterbodies.
20131436,2013-07-26,2013-07-26,ARC Resources,Drayton Valley (2 km W),Facility,Produced Water,10.0 m3,No emergency phase.,Cause unknown at this time. Release flowed off lease into ditch along county road. No impact to wetland or wildlife reported.
20161395,2016-05-25,2016-05-25,Rock East Energy,Provost (22 km N),Well,Crude Oil,2 m3,No emergency phase.,Release of crude due to an issue with a well. Well has been shut in and clean up is underway. No reported impacts to a wildlife or a waterbody.
20161392,2016-05-24,2016-05-24,Bearspaw Petroleum Ltd.,Stettler (5 km SW),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of natural gas due to an issue on a pipeline. Line has been depressurized. No reported impacts to a wildlife or a waterbody.
20150137,2015-01-14,2015-01-14,ARC Resources Ltd.,Redwater (4 km N),Pipeline,Crude Oil and Salt/Produced Water,0.5 m3 and 2.5 m3 respectively,Emergency phase over.,"Release was discovered during aerial surveillance. Most of the fluid was contained on a well site but a small amount travelled off lease to a farmers field. The line has been isolated, and cleanup is underway. No reported impacts to wildlife or waterbodies."
20161147,2016-04-27,2016-04-27,ARC Resources Ltd.,Drayton Valley (17 km SE),Pipeline,Salt/Produced Water,0.1 or less m3,No emergency phase.,Release of produced Salt/Produced Water due to an issue on a pipeline. Line has been shut in and isolated. Clean up is underway. No reported impacts to wildlife or a waterbody.
20161928,2016-07-13,2016-07-13,ConocoPhillips Canada Resources Corp.,Rimbey (12NE km NE),Pipeline,Emulsion,0.1 or less m3,No emergency phase.,The sour product went to ground due to mechanical failure. Release was contained and cleaned up. No impact to wildlife or waterbodies reported.
20140208,2014-01-26,2014-01-26,Husky Oil Operations Limited,Taber (25 km S),Pipeline,Salt/Produced Water,1.5 m3,No emergency phase.,"Operator error, tank truck overfilled load. Fluids have ran down the lease road and went off of it into the vegetation at the edge of the road. Clean-up is underway. There are no reported impacts to any waterbodies or wildlife."
20181732,2018-05-29,2018-05-29,Tidewater Midstream and Infrastructure Ltd.,Vegreville (23 km E),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase,Release occurred due to an issue with a pipeline. Line has been isolated and depressurized. No impacts reported to wildlife or waterbodies.
20181733,2018-05-29,2018-05-29,Bow River Energy Ltd.,Provost (17 km N),Facility,Condensate,0.04 m3,No emergency phase,Release occurred due to an issue with a flare stack. Clean up is underway. No reported impacts to waterbodies or wildlife.
20161923,2016-07-12,2016-07-12,ARC Resources Ltd.,Egremont (3 km SW),Pipeline,Salt/Produced Water,1 m3,No emergency phase.,"A third party struck the impacted line. Release was stopped, delineation and cleanup is underway. No impacts to wildlife or waterbodies reported."
20161922,2016-07-12,2016-07-12,Canadian Natural Resources Limited,Clairmont (8 km NE),Facility,Crude Oil,0.1 m3 or less,No emergency phase.,Misting occurred from the flare stack and impacted 15m X 20m of a crop field.cleanup is underway. No impact to wildlife or waterbodies reported.
20140203,2014-01-26,2014-01-26,Canadian Natural Resources Limited,Lloydminster (27 km N),Well,Crude Oil and Salt/Produced Water,3.2 m3 and 0.8 m3 respectively,No emergency phase.,Company reported leak from production water pipeline. The release ran beside the lease road and down the pipeline right of way. The spill area was about 2m wide and 150m long. Clean-up underway. There are no reported impacts to any wildlife or waterbodies.
20161926,2016-07-12,2016-07-12,Cardinal Energy Ltd.,Jenner (15 km E),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 0.9 m3 respectively,No emergency phase.,The release impacted approx. 15m X 20m of vegetation. The line is shut in and clean up is underway. No impacts to wildlife or waterbodies reported.
20180892,2018-03-12,2018-03-13,Bearspaw Petroleum Ltd.,Stettler (28 km SW),Pipeline,Crude Oil,2 m3,No emergency phase,Clean up has been completed from the slightly sour release. No impacts to wildlife or waterbodies reported.
20181295,2018-04-21,2018-04-21,Paramount Resources Ltd.,Zama City (9 km NE),Pipeline,Crude Oil and Salt/Produced Water,4 m3 and 6 m3 respectively,No emergency phase.,Release of emulsion from a pipeline. Clean up is underway. No reported impacts to waterbodies or wildlife.
20160133,2016-01-18,2016-01-18,Cenovus Energy Inc.,Brooks (12 km N),Well,Crude Oil,0.1 or less m3,No emergency phase.,Release of crude oil due to an operational problem. Cleanup is underway. No reported impacts to wildlife or a waterbody.
20170567,2017-02-14,2017-02-14,ARC Resources Ltd.,Drayton Valley (12 km NW),Pipeline,Crude Oil and Salt/Produced Water,200 m3 and 200 m3 respectively,Emergency Phase Over,"Release of sweet emulsion. The pipeline has been shut in and isolated. An Environmental Contractor is on site and has begun containment, delineation, and sampling activities. Cleanup is underway. There are no reported impacts to wildlife or waterbodies. Update: An ephemeral drainage and watercourse were impacted. The release has been contained. The AER is coordinating the response with the company. Emergency phase over on February 18, 2017."
